140.9954,385.0894
139.9995,385.0593
139.0025,385.0727
138.0104,385.1304
137.0309,385.2368
135.8887,385.4363
134.9185,385.6817
133.9844,385.9503
133.0954,386.2559
131.902,386.786
131.0914,387.1758
129.9222,387.8757
129.2306,388.3318
128.7623,388.6839
128.1376,389.1666
127.6396,389.5978
127.1018,390.1045
126.593,390.6151
126.1364,391.1197
125.6437,391.7133
125.258,392.1937
124.7927,392.8591
124.4997,393.3185
124.0406,394.0231
123.6185,394.8083
123.4207,395.1982
123.0425,396.0175
122.7074,396.8959
122.2891,398.0842
122.0331,399.0083
121.8096,399.958
121.5634,401.1107
121.3495,402.0647
121.1634,403.0294
120.9895,403.9981
120.8175,404.9679
120.6396,405.937
120.4172,407.0726
120.2346,408.0405
120.0643,409.011
119.8975,409.9824
119.7267,410.9528
119.515,412.0895
119.3214,413.0559
119.1438,414.0252
118.9731,414.9953
118.8022,415.9652
118.6241,416.9343
118.4017,418.0694
118.2202,419.038
118.0499,420.0086
117.8823,420.9796
117.7109,421.9501
117.4992,423.0851
117.311,424.0527
117.1386,425.0235
116.9733,425.9955
116.8079,426.9675
116.6357,427.9384
116.4191,429.0715
116.237,430.041
116.0647,431.0113
115.8956,431.9818
115.7243,432.9526
115.5175,434.0868
115.3304,435.055
115.1588,436.0267
114.9937,436.9989
114.8289,437.971
114.6592,438.9431
114.4509,440.0737
114.2742,441.0447
114.1094,442.018
113.949,442.9916
113.7888,443.9657
113.6265,444.9419
113.4413,446.0608
113.299,447.0365
113.1825,448.019
113.0883,449.0075
113.0141,450.0009
112.9588,450.9981
112.9208,451.9977
112.8972,452.9983
112.8842,453.9991
112.8771,454.9994
112.8724,455.9995
112.8686,456.9995
112.8667,457.9999
112.8692,459.0007
112.8779,460.0015
112.8919,461.0018
112.907,462.0014
112.9177,463.0006
112.9196,463.9997
112.9118,464.9989
112.8971,465.9982
112.8805,466.998
112.8666,467.9985
112.8576,468.9991
112.8526,469.9996
112.8495,470.9996
112.8454,471.9992
112.8381,472.9985
112.8263,473.9976
112.8104,474.9967
112.7928,475.9964
112.7771,476.997
112.7666,477.9984
112.7629,479
112.7654,480.0013
112.772,481.0019
112.7798,482.0017
112.7864,483.0013
112.7916,484.0009
112.7965,485.0011
112.8031,486.0015
112.8116,487.0018
112.8203,488.0015
112.8256,489.0005
112.8243,489.9991
112.8158,490.9977
112.8033,491.9973
112.7924,492.9981
112.7868,493.9995
112.7865,495.0004
112.7884,496.0005
112.79,497.0002
112.7907,498.0001
112.7917,499.0003
112.7945,500.0008
112.7994,501.0012
112.8056,502.0012
112.8114,503.0009
112.8165,504.0008
112.8239,505.0015
112.8396,506.0033
112.8718,507.0053
112.9268,508.0049
113.0068,508.9994
113.1112,509.9869
113.2385,510.9675
113.41,512.0901
113.5875,513.0665
113.7567,514.0403
113.9203,515.0133
114.0821,515.9863
114.2467,516.9596
114.4473,518.09
114.6267,519.0604
114.7925,520.0336
114.9521,521.0078
115.1113,521.9818
115.2758,522.9548
115.4811,524.0854
115.6606,525.0562
115.8281,526.0286
115.9902,527.0016
116.1528,527.9746
116.3225,528.9465
116.5359,530.0781
116.7144,531.0483
116.8826,532.0199
117.0458,532.9924
117.2093,533.9657
117.4028,535.0967
117.5865,536.0669
117.7547,537.0397
117.9149,538.0138
118.0729,538.9882
118.2351,539.9617
118.4357,541.0937
118.6207,542.0634
118.792,543.0349
118.9566,544.0073
119.1206,544.9796
119.2906,545.951
119.5037,547.0837
119.6841,548.0529
119.8512,549.0247
120.0119,549.998
120.1726,550.9719
120.3404,551.9445
120.5507,553.0746
120.7272,554.0462
120.8981,555.0179
121.0728,555.9865
121.2634,556.9468
121.5415,558.1066
121.7959,559.0551
122.0645,559.9796
122.508,561.1913
122.8888,562.0499
123.2747,562.8591
123.497,563.2751
123.9572,564.0263
124.418,564.7145
124.7529,565.1808
125.2284,565.8162
125.6493,566.3052
126.1472,566.8597
126.6522,567.3621
127.1515,567.8276
127.7475,568.3163
128.2237,568.6957
128.8939,569.1595
129.3539,569.4282
130.0564,569.899
130.8438,570.312
131.2345,570.503
132.0441,570.8941
132.9177,571.2289
134.1023,571.6423
135.0253,571.89
135.9856,572.0826
136.9726,572.2288
137.9787,572.326
138.9957,572.3682
140.0146,572.3523
141.0262,572.2804
142.0231,572.1584
142.9982,571.9912
143.943,571.7759
145.1313,571.3987
146.0267,571.069
146.8741,570.7162
147.2557,570.543
148.0584,570.1116
148.8221,569.6917
149.2599,569.4203
149.9684,568.9535
150.5908,568.4523
151.0836,568.1031
151.653,567.6091
152.1469,567.1513
152.6369,566.6549
153.1302,566.1125
153.5243,565.6161
154.0178,565.0129
154.514,564.3351
154.7986,563.8765
155.2262,563.1238
155.4331,562.705
155.8586,561.9348
156.2204,561.0898
156.6996,559.8978
156.9898,558.997
157.2461,558.0627
157.5443,556.8996
157.7644,555.9525
157.9558,554.9916
158.1351,554.0245
158.3134,553.0549
158.5318,551.9186
158.7189,550.9513
158.8935,549.9813
159.0637,549.0112
159.2356,548.0412
159.4389,546.9035
159.63,545.9383
159.8011,544.9674
159.9623,543.9938
160.121,543.0197
160.2831,542.046
160.4803,540.9152
160.6631,539.9447
160.833,538.9722
160.9977,537.9996
161.1632,537.0279
161.3349,536.0571
161.5491,534.9235
161.7308,533.9546
161.8999,532.9831
162.0647,532.011
162.2317,531.0394
162.4292,529.9028
162.6208,528.9368
162.7933,527.9659
162.957,526.9929
163.1203,526.0204
163.29,525.0499
163.5028,523.9138
163.6916,522.9472
163.8644,521.9769
164.0322,521.0056
164.2087,520.0388
164.4597,518.8733
164.7371,517.9242
165.036,517.0131
165.3883,516.1794
165.5957,515.7825
166.0547,515.0367
166.5357,514.4412
166.9556,513.9558
167.4427,513.5309
168.0366,513.055
168.7979,512.6042
169.1778,512.4165
170.0288,512.0933
170.9697,511.8533
171.9599,511.683
173.0329,511.5725
174.0133,511.5173
175.004,511.4938
175.9999,511.4871
177.0014,511.4876
178.0018,511.4912
179.0011,511.4944
180.0001,511.4958
181.001,511.495
182.0016,511.4924
183.0012,511.4899
184.0006,511.4889
185.002,511.4915
186.003,511.497
187.0032,511.5041
188.0027,511.5107
189.0021,511.5157
190.0022,511.5199
191.0044,511.5271
